,assoc,values
38,they buy,ky skyscr adsbygoogle window.adsbygoogle .push posted lars charter nov 5th 2018 valuengine cut shares nrg energy nyse nrg buy rating hold rating report published thursday .
39,they buy,citigroup raised nrg energy neutral rating buy rating set 38.00 price target stock research report monday august 6th .
40,they buy,bank america raised target price nrg energy 40.00 42.00 gave company buy rating report thursday september 27th .
41,they sell,zacks investment research downgraded nrg energy hold rating sell rating report tuesday october 9th .
42,they buy,three analysts rated stock hold rating four issued buy rating company .
43,they buy,company presently consensus rating buy average price target 38.17 .
44,they sell,average sell-side analysts anticipate nrg energy post 2.5 eps current fiscal year .
45,they sell,"nrg energy news evp elizabeth r. killinger sold 24,600 shares firm stock transaction thursday september 13th ."
46,they sell,"stock sold average price 35.84 total value 881,664.00 ."
47,they sell,"also evp christopher moser sold 15,200 shares stock transaction thursday september 6th ."
48,they sell,"shares sold average price 35.14 total value 534,128.00 ."
49,they sell,"last ninety days insiders sold 83,775 shares company stock worth 2,959,754 ."
50,they sell,"keyword nrg energy nyse nrg nrg utilitie,62937750 downgrade valuengineratings:4,5 nyse nrg receive news ratings nrg energy daily enter email address receive concise daily summary latest news analysts ratings nrg energy related companies marketbeat.com free daily email newsletter ."
51,they buy,quintana energy services qes upgraded hold valuengine quotient technology quot upgraded buy valuengine average 12-month price target analysts expect nrg energy inc. nyse nrg 40.05 .
52,they sell,0.94 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 36.29 gain yet come shareholders .
53,they buy,turn street general positives still outweigh negatives see nrg energy inc. nrg buy 1.7 analyst consensus rating .
54,they buy,current time stock 8 buy 1 hold ratings .
55,they buy,posted david hasegawa nov 4th 2018 comments calamos advisors llc bought new stake shares nrg energy inc nyse nrg 3rd quarter according company recent disclosure securities exchange commission .
56,they buy,"firm bought 14,320 shares utilities provider stock valued approximately 536,000 ."
57,they sell,several institutional investors also bought sold shares nrg .
58,they sell,"nrg energy news svp david callen sold 9,200 shares company stock transaction monday august 6th ."
59,they sell,"shares sold average price 33.21 total value 305,532.00 ."
60,they sell,"also evp christopher moser sold 15,200 shares stock transaction dated thursday september 6th ."
61,they sell,"stock sold average price 35.14 total transaction 534,128.00 ."
62,they sell,"insiders sold 92,975 shares company stock valued 3,265,286 last 90 days ."
63,they sell,zacks investment research lowered nrg energy hold rating sell rating research note tuesday october 9th .
64,they buy,valuengine upgraded nrg energy hold rating buy rating report saturday october 6th .
65,they buy,bank america boosted target price nrg energy 40.00 42.00 gave stock buy rating report thursday september 27th .
66,they buy,three analysts rated stock hold rating four given buy rating company stock .
67,they buy,company average rating buy average price target 38.17 .
68,they buy,bank america corp de raises stake sp plus corp sp united bankshares inc. nasdaq ubsi shares bought bank montreal nrg energy nyse nrg scheduled announcing earnings results market opens thursday november 8th .
69,they buy,citigroup downgraded shares nrg energy buy rating neutral rating set 33.00 target price stock .
70,they buy,valuengine raised shares nrg energy hold rating buy rating research report saturday october 6th .
71,they buy,zacks investment research raised shares nrg energy hold rating strong-buy rating set 35.00 target price stock research report monday july 9th .
72,they buy,two research analysts rated stock hold rating five given buy rating company stock .
73,they buy,company consensus rating buy average price target 38.17 .
74,they sell,"related news svp david callen sold 9,200 shares firm stock transaction occurred monday august 6th ."
75,they sell,"shares sold average price 33.21 total transaction 305,532.00 ."
76,they sell,"also evp elizabeth r. killinger sold 24,600 shares firm stock transaction occurred thursday september 13th ."
77,they sell,"stock sold average price 35.84 total transaction 881,664.00 ."
78,they sell,"last 90 days insiders sold 92,975 shares company stock valued 3,265,286 ."
79,they sell,senseonics sens release earnings thursday wabash national wnc rating increased sell valuengine addison capital co acquired new stake shares nrg energy inc nyse nrg 3rd quarter according company recent form 13f filing securities exchange commission .
80,they buy,"whittier trust co. nevada inc. bought new stake nrg energy 2nd quarter valued 130,000 ."
81,they buy,"cerebellum gp llc bought new stake nrg energy 2nd quarter valued 168,000 ."
82,they sell,"news evp elizabeth r. killinger sold 24,600 shares nrg energy stock transaction occurred thursday september 13th ."
83,they sell,"shares sold average price 35.84 total value 881,664.00 ."
84,they sell,"also evp christopher moser sold 43,975 shares nrg energy stock transaction occurred monday september 10th ."
85,they sell,"shares sold average price 35.11 total transaction 1,543,962.25 ."
86,they sell,"insiders sold 92,975 shares company stock valued 3,265,286 last quarter ."
87,they sell,sell-side analysts predict nrg energy inc post 2.5 eps current year .
