,assoc,values
50,they buy,morgan stanley increased price objective shares exelon 46.00 48.00 gave stock hold rating research report friday september 21st .
51,they buy,citigroup cut shares exelon buy rating neutral rating set 45.00 price objective company .
52,they buy,finally guggenheim reaffirmed buy rating set 51.00 price objective shares exelon research report monday july 23rd .
53,they buy,nine equities research analysts rated stock hold rating ten given buy rating stock .
54,they buy,exelon average rating buy consensus target price 45.61 .
55,they sell,company spent 7.13 billion trying sell products last quarter result yielding gross income 942 million .
56,they sell,"related news ceo bge butler calvin jr sold 25,000 shares company stock transaction recorded march 15th 2018. sale performed average price 37.94 total value 948,500. sale deal closes evp chief enterprise risk ofr butler calvin jr sold 13,334 shares company stock valued 541,627. also chairman shattuck mayo iii sold 100,000 shares company stock deal recorded november 8th 2018. shares sold average price 41.13 per share total market value 267,649. following completion acquisition chairman holds 519,316 shares company stock valued 21,032,298. last 6 months insiders changed ownership shares company stock 0.10 ."
57,they buy,7 20 analysts covering stock rated buy 6 maintained hold recommendation exelon corporation stock .
58,they sell,0 analysts assigned sell rating exc stock .
59,they sell,1.05 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 15.7 gain yet come shareholders .
60,they buy,current time stock 14 buy 6 hold ratings .
61,they sell,1.05 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 15.7 gain yet come shareholders .
62,they buy,current time stock 14 buy 6 hold ratings .
63,they buy,zacks investment research upgraded exelon hold rating buy rating set 49.00 price target company research note monday .
64,they buy,macquarie boosted price target exelon 45.00 46.00 gave company buy rating research note monday september 24th .
65,they buy,nine analysts rated stock hold rating ten assigned buy rating company stock .
66,they buy,company average rating buy average price target 45.61 .
67,they buy,spdr euro stoxx 50 etf fez shares bought cornerstone wealth management llc contrasting global blood therapeutics gbt sol gel technologies slgl shares exelon corporation exc dropped since company dec-18 earnings report .
68,they sell,"ceo bge butler calvin jr sold 25,000 shares 20,869 transaction occurred 2018/03/15 ."
69,they buy,seen negative analyst call jp morgan downgraded stock overweight neutral october 09. analysts citigroup shed positive views october 09 lowering frombuy neutral .
70,they sell,stock lost favor suntrust analysts expressed lack confidence using downgrade buy hold september 11. scotia howard weil released new analyst coverage july 24 calling stock sector outperform .
71,they buy,"trading activity significantly improved volume ready counter increased 9,368,273 shares versus 5,814,095 average daily trading volume past 20 days ."
72,they buy,pbad adsbygoogle window.adsbygoogle .push gv large adsbygoogle window.adsbygoogle .push investors sentiment increased 1.27 q2 2018.
73,they sell,positive 40 investors sold exelon corporation shares 218 reduced holdings .
74,they buy,"cwm limited liability company invested 0 1,285 shares ."
75,they buy,"umb savings bank n mo invested 0.01 5,217 shares ."
76,they buy,"american century 0.03 invested exelon corporation nyse exc 585,511 shares ."
77,they buy,state new jersey common pension fund 0.07 invested exelon corporation nyse exc .
78,they buy,ltd liability corp invested 0 116 shares .
79,they buy,teacher retirement systems texas invested 0.21 exelon corporation nyse exc .
80,they buy,moreover peoples 0.33 invested exelon corporation nyse exc .
81,they buy,old second commercial bank aurora 0.09 invested exelon corporation nyse exc .
82,they sell,among 11 analysts covering exelon nyse exc 6 buy rating 0 sell 5 hold .
83,they buy,firm outperform rating credit suisse given friday may 4. citigroup maintained shares exc report monday july 9 buy rating .
84,they buy,citigroup boosted price objective exelon 44.00 45.00 gave company buy rating research report monday july 9th .
85,they buy,guggenheim reiterated buy rating set 51.00 price target shares exelon research report monday july 23rd .
86,they buy,zacks investment research upgraded exelon hold rating buy rating set 47.00 price target company research report friday july 20th .
87,they buy,macquarie boosted price target exelon 45.00 46.00 gave stock buy rating research report monday september 24th .
88,they buy,finally valuengine upgraded exelon hold rating buy rating research report wednesday october 24th .
89,they buy,ten analysts rated stock hold rating nine given buy rating stock .
90,they buy,name required mail published required seven eight capital lp bought new position shares exelon co. nyse exc third quarter according recent filing sec .
91,they buy,"fund bought 11,479 shares energy giant stock valued approximately 501,000 ."
92,they buy,citigroup boosted price objective exelon 44.00 45.00 gave company buy rating research note monday july 9th .
93,they buy,guggenheim restated buy rating issued 51.00 price objective shares exelon research note monday july 23rd .
94,they buy,zacks investment research upgraded exelon hold rating buy rating set 47.00 price objective stock research note friday july 20th .
95,they buy,macquarie boosted price objective exelon 45.00 46.00 gave company buy rating research note monday september 24th .
96,they buy,finally valuengine upgraded exelon hold rating buy rating research note wednesday october 24th .
97,they buy,ten research analysts rated stock hold rating nine assigned buy rating company .
98,they sell,average consensus rating company 2.2 scale 5 equates unanimous sell rating .
99,they sell,short mean analyst recommendations calling stock sell .
100,they sell,12/08/2017 aliabadi paymon evp chief enterprise risk ofr sold 13.33 thousand shares price per share 40.62 .
101,they sell,shattuck mayo iii performs chairman job sold 519.32 thousand shares 21.03 million .
102,they buy,ky skyscr adsbygoogle window.adsbygoogle .push posted amelie mason oct 28th 2018 valuengine upgraded shares exelon nyse exc hold rating buy rating research report sent investors wednesday morning .
103,they buy,suntrust banks downgraded exelon buy rating hold rating set 33.00 price target stock .
104,they buy,citigroup downgraded exelon buy rating neutral rating set 45.00 price target stock .
105,they buy,guggenheim restated buy rating issued 51.00 price target shares exelon research note monday july 23rd .
106,they buy,finally jpmorgan chase co. downgraded exelon overweight rating neutral rating set 48.00 price target stock .
107,they buy,ten investment analysts rated stock hold rating nine issued buy rating stock .
108,they buy,"keyword exelon nyse exc exc utilitie,30161n10 upgrade valuengineratings:3,17 nyse exc receive news ratings exelon daily enter email address receive concise daily summary latest news analysts ratings exelon related companies marketbeat.com free daily email newsletter ."
109,they buy,fibria celulose fbr downgraded hold zacks investment research coca-cola ko upgraded buy valuengine bank montreal lifted stake shares exelon co. nyse exc 3.4 3rd quarter according recent 13f filing securities exchange commission .
110,they buy,suntrust banks downgraded shares exelon buy rating hold rating set 33.00 price target stock .
111,they buy,guggenheim restated buy rating issued 51.00 price target shares exelon research report monday july 23rd .
112,they buy,zacks investment research downgraded shares exelon buy rating hold rating research report monday july 23rd .
113,they buy,ten research analysts rated stock hold rating nine given buy rating company .
114,they buy,encana nyse eca given buy rating bmo capital markets laboratory corp. america holdings expected post fy2018 earnings 11.35 per share lh state new jersey common pension fund trimmed holdings shares exelon co. nyse exc 7.3 third quarter according recent disclosure securities exchange commission .
115,they buy,blackrock inc. increased position exelon 1.0 second quarter .
116,they buy,lsv asset management increased position exelon 4.6 second quarter .
117,they buy,northern trust corp increased position exelon 3.2 second quarter .
118,they buy,jennison associates llc increased position exelon 0.7 second quarter .
119,they buy,finally bank montreal increased position exelon 3.4 third quarter .
120,they buy,citigroup raised price target exelon 44.00 45.00 gave stock buy rating report monday july 9th .
121,they buy,zacks investment research raised exelon hold rating buy rating set 47.00 price objective company research note friday july 20th .
122,they buy,finally guggenheim reissued buy rating set 51.00 price objective shares exelon research note monday july 23rd .
123,they buy,ten analysts rated stock hold rating nine given buy rating stock .
124,they sell,large investors also recently bought sold shares company .
125,they buy,jpmorgan chase co. cut exelon overweight rating neutral rating set 48.00 target price stock .
126,they buy,zacks investment research cut exelon buy rating hold rating research note wednesday august 8th .
127,they buy,macquarie increased target price exelon 45.00 46.00 gave company buy rating research report monday september 24th .
128,they buy,finally keycorp increased target price exelon 43.00 46.00 gave company overweight rating research report friday august 17th .
129,they buy,ten equities research analysts rated stock hold rating nine assigned buy rating company stock .
130,they buy,citigroup upped price target exelon 44.00 45.00 gave stock buy rating research note monday july 9th .
131,they buy,guggenheim restated buy rating set 51.00 price target shares exelon research note monday july 23rd .
132,they buy,zacks investment research raised shares exelon hold rating buy rating set 47.00 target price company research report friday july 20th .
133,they buy,macquarie increased target price shares exelon 45.00 46.00 gave stock buy rating research report monday september 24th .
134,they buy,finally valuengine raised shares exelon hold rating buy rating research report wednesday .
135,they buy,ten research analysts rated stock hold rating nine issued buy rating stock .
136,they sell,"cleveland-cliffs inc clf shares sold creative planning creative planning sells 4,439 shares vanguard short-term bond etf bsv union bankshares corp purchased new stake exelon co. nyse exc third quarter according recent filing securities exchange commission ."
137,they buy,valuengine upgraded exelon hold rating buy rating report wednesday .
138,they buy,zacks investment research lowered shares exelon buy rating hold rating research note monday july 23rd .
139,they buy,ten equities research analysts rated stock hold rating nine given buy rating company stock .
140,they buy,valuengine raised exelon hold rating buy rating report wednesday .
141,they buy,zacks investment research downgraded exelon buy rating hold rating research note monday july 23rd .
142,they buy,ten analysts rated stock hold rating nine assigned buy rating company .
143,they buy,"guild investment management inc. invests 334,000 annaly cap mgmt/sh nly carlsberg as/s cabgy upgraded buy zacks investment research carnick kubik group llc trimmed position shares exelon co. nyse exc 1.0 third quarter according recent disclosure securities exchange commission ."
144,they buy,"verition fund management llc bought new position exelon 1st quarter valued 337,000 ."
145,they buy,"cibc world markets inc. bought new position exelon 1st quarter valued 378,000 ."
146,they buy,valuengine upgraded exelon hold rating buy rating research note wednesday .
147,they buy,citigroup downgraded exelon buy rating neutral rating set 45.00 price objective company .
148,they buy,jpmorgan chase co. downgraded exelon overweight rating neutral rating set 48.00 price objective company .
149,they buy,ten investment analysts rated stock hold rating nine assigned buy rating company .
150,they buy,spdr p 600 small capvalue etf slyv shares bought carnick kubik group llc sysco co. syy stake boosted carnick kubik group llc shares exelon corporation nyse exc dropped 0.53 last recorded high 45.05 attained august 17 close 44.52 per share .
151,they sell,14 14 analysts rated buy strong buy 0 advised investors desist buying stock sell already possess .
152,they buy,cerebellum gp llc bought new stake shares exelon co. nyse exc third quarter according recent filing securities exchange commission .
153,they buy,"institutional investor bought 4,232 shares energy giant stock valued approximately 185,000 ."
154,they buy,suntrust banks lowered exelon buy rating hold rating set 33.00 price target stock .
155,they buy,guggenheim reiterated buy rating issued 51.00 price target shares exelon report monday july 23rd .
156,they buy,zacks investment research lowered exelon buy rating hold rating report monday july 23rd .
157,they buy,ten equities research analysts rated stock hold rating nine given buy rating company stock .
