,assoc,values
75,they buy,zacks investment research lowered shares ca buy rating hold rating research report monday october 8th .
76,they buy,bidaskclub lowered shares ca buy rating hold rating report tuesday august 21st .
77,they buy,eleven investment analysts rated stock hold rating one assigned buy rating one issued strong buy rating company stock .
78,they buy,"tcf financial tcf posts earnings results insider selling ces energy solutions corp tse ceu director sells 9,200 shares stock ca nasdaq ca upgraded equities researchers bidaskclub buy rating strong-buy rating research report issued wednesday ."
79,they buy,valuengine raised shares ca hold rating buy rating research note thursday july 12th .
80,they buy,jefferies financial group cut shares ca buy rating hold rating set 38.00 price objective company .
81,they buy,finally zacks investment research cut shares ca buy rating hold rating research note monday october 8th .
82,they buy,eleven investment analysts rated stock hold rating one given buy rating one issued strong buy rating stock .
83,they sell,"ca news insider ayman sayed sold 14,418 shares stock transaction occurred thursday august 16th ."
84,they sell,"shares sold average price 43.56 total transaction 628,048.08 ."
85,they sell,"last quarter insiders sold 67,673 shares company stock worth 2,934,811 ."
86,they buy,dnb asset management increased position shares ca 5.4 2nd quarter .
87,they buy,ifm investors pty ltd increased position shares ca 18.9 2nd quarter .
88,they buy,central trust co increased position shares ca 115.1 2nd quarter .
89,they buy,finally state alaska department revenue increased position shares ca 22.8 2nd quarter .
90,they buy,"featured article understanding average daily trade volume viewcount articlehistoryid=25659100 postdate=2018-10-24 type=a id=1104049 keyword ca nasdaq ca ca computer technology,12673p10 upgrade bidaskclubratings:3,10 nasdaq ca receive news ratings ca daily enter email address receive concise daily summary latest news analysts ratings ca related companies marketbeat.com free daily email newsletter ."
91,they buy,"first hawaiian bank buys shares 6,939 humana inc hum bridge bancorp bdge stock rating lowered bidaskclub analysts argus cut rating shares ca inc. nasdaq ca buy hold opinion released july 24 ."
92,they sell,08/15/2018 pronsati paul l. evp global operations sold 95.49 thousand shares price per share 43.56 .
93,they sell,chief products officer job sold 13.86 thousand shares 608.23 thousand .
94,they sell,average consensus rating company 3 scale 5 equates unanimous sell rating .
95,they buy,johnson financial group inc. increased holdings shares ca 6.4 second quarter .
96,they buy,bb securities llc increased holdings shares ca 13.8 second quarter .
97,they buy,amalgamated bank increased holdings shares ca 3.2 second quarter .
98,they buy,zacks investment research upgraded ca hold rating buy rating set 49.00 price target company research note thursday august 9th .
99,they buy,bidaskclub upgraded ca hold rating buy rating research note friday october 12th .
100,they buy,valuengine upgraded ca hold rating buy rating research note thursday july 12th .
101,they buy,finally argus downgraded ca buy rating hold rating research note tuesday july 24th .
102,they buy,eleven equities research analysts rated stock hold rating two given buy rating company .
103,they sell,"ca news insider ayman sayed sold 14,418 shares business stock transaction occurred thursday august 16th ."
104,they sell,"stock sold average price 43.56 total transaction 628,048.08 ."
105,they sell,"insiders sold total 67,673 shares company stock valued 2,934,811 last three months ."
106,they buy,"contrasting ceragon networks nasdaq crnt ntt docomo dcm bsw wealth partners 370,000 holdings general electric ge zacks investment research lowered shares ca nasdaq ca buy rating hold rating research report released monday october 8th ."
107,they buy,valuengine upgraded shares ca hold rating buy rating report thursday july 12th .
108,they buy,finally jefferies financial group lowered shares ca buy rating hold rating set 38.00 price objective stock .
109,they buy,eleven research analysts rated stock hold rating two issued buy rating company stock .
110,they sell,"ca news insider ayman sayed sold 34,562 shares stock transaction monday august 13th ."
111,they sell,"shares sold average price 43.34 total value 1,497,917.08 ."
112,they sell,"last ninety days insiders sold 67,673 shares company stock valued 2,934,811 ."
113,they buy,captrust financial advisors increased position shares ca 53.5 2nd quarter .
114,they sell,"reading conference calls individual investorsviewcount type=a id=1094939 get free copy zacks research report ca ca information research offerings zacks investment research visit zacks.com keyword ca nasdaq ca ca computer technology,12673p10 downgrade zacks investment researchratings:3,10 nasdaq carefreshed2 receive news ratings ca daily enter email address receive concise daily summary latest news analysts ratings ca related companies marketbeat.com free daily email newsletter ."
115,they sell,"related news insider ayman sayed sold 18,693 shares ca stock transaction friday august 10th ."
116,they sell,"stock sold average price 43.27 total value 808,846.11 ."
117,they sell,"insiders sold 67,673 shares company stock worth 2,934,811 last quarter ."
118,they buy,valuengine raised ca hold rating buy rating research note thursday july 12th .
119,they buy,bidaskclub raised ca hold rating buy rating research note friday october 12th .
120,they buy,eleven analysts rated stock hold rating two issued buy rating company .
121,they buy,"bdo wealth advisors llc bought new position shares ca 2nd quarter worth 100,000 ."
122,they buy,"first mercantile trust co. bought new position shares ca 2nd quarter worth 113,000 ."
123,they buy,"intact investment management inc. bought new position shares ca 2nd quarter worth 214,000 ."
124,they sell,"related news insider ayman sayed sold 18,693 shares firm stock transaction occurred friday august 10th ."
125,they sell,"shares sold average price 43.27 total value 808,846.11 ."
126,they sell,"last ninety days insiders sold 67,673 shares company stock valued 2,934,811 ."
127,they buy,zacks investment research cut shares ca buy rating hold rating research report monday october 8th .
128,they buy,bidaskclub cut shares ca buy rating hold rating research report tuesday august 21st .
129,they buy,wells fargo co upgraded shares ca underperform rating market perform rating increased price objective company 30.00 45.00 research note thursday july 12th .
130,they buy,eleven analysts rated stock hold rating two issued buy rating company .
131,they buy,reading investors use rsi grade stocks google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 taking everything account ca inc. nasdaq ca scores 40 buy technical side .
132,they sell,stock also flashing sell barchart trendspotter trading system .
133,they buy,traders hoping speculate ca short-term trajectory know short terms indicators stock averaged 20 buy average daily trading volume past 20 days 4910190 shares .
134,they buy,ca stock overall 0.75 buy signal considering medium term indicators 50-day average daily volume remained almost 4113108 shares .
135,they buy,also worth noting stock whose average daily volume 100 days prior writing shares 67 buy basis long term indicators .
136,they sell,08/15/2018 pronsati paul l. evp global operations sold 95.49 thousand shares price per share 43.56 .
137,they sell,chief products officer job sold 13.86 thousand shares 608.23 thousand .
138,they buy,analysts argus cut rating shares ca inc. nasdaq ca buy hold opinion released july 24 .
139,they sell,average consensus rating company 3 scale 5 equates unanimous sell rating .
140,they buy,ky skyscr adsbygoogle window.adsbygoogle .push bidaskclub upgraded shares ca nasdaq ca hold rating buy rating research report released friday october 12th .
141,they buy,valuengine raised ca hold rating buy rating research report thursday july 12th .
142,they buy,jefferies financial group downgraded ca buy rating hold rating set 38.00 price target company .
143,they buy,finally zacks investment research cut ca buy rating hold rating report monday october 8th .
144,they buy,eleven analysts rated stock hold rating two assigned buy rating company stock .
145,they sell,"ca news insider ayman sayed sold 18,693 shares ca stock transaction occurred friday august 10th ."
146,they sell,"stock sold average price 43.27 total value 808,846.11 ."
147,they sell,"last 90 days insiders sold 67,673 shares company stock valued 2,934,811 ."
148,they buy,"recommended story short selling viewcount type=a id=1097781 keyword ca nasdaq ca ca computer technology,12673p10 upgrade bidaskclubratings:3,10 nasdaq carefreshed1 receive news ratings ca daily enter email address receive concise daily summary latest news analysts ratings ca related companies marketbeat.com free daily email newsletter ."
149,they sell,several hedge funds institutional investors also recently bought sold shares company .
150,they buy,zacks investment research raised shares ca hold rating buy rating set 49.00 price target stock research report thursday august 9th .
151,they buy,bidaskclub raised shares ca hold rating buy rating research report friday october 12th .
152,they buy,valuengine raised shares ca hold rating buy rating research report thursday july 12th .
153,they buy,finally argus lowered shares ca buy rating hold rating research report tuesday july 24th .
154,they buy,eleven research analysts rated stock hold rating two given buy rating company .
155,they sell,average sell-side analysts anticipate ca inc. post 2.57 earnings per share current year .
156,they sell,"news insider ayman sayed sold 14,418 shares firm stock transaction thursday august 16th ."
157,they sell,"shares sold average price 43.56 total value 628,048.08 ."
158,they sell,"last 90 days insiders sold 67,673 shares company stock worth 2,934,811 ."
159,they buy,northern trust corp increases position herman miller inc. mlhr proassurance co. pra shares bought northern trust corp
