,assoc,values
139,they sell,"also svp angela j. ahrendts sold 25,000 shares stock transaction dated wednesday october 3rd ."
140,they sell,"stock sold average price 232.66 total value 5,816,500.00 ."
141,they sell,"last quarter insiders sold 564,185 shares company stock valued 124,444,213 ."
142,they buy,"russell investments group ltd. bought new position shares apple 1st quarter valued 830,026,000 ."
143,they buy,"finally renaissance technologies llc bought new position shares apple 2nd quarter valued 706,904,000 ."
144,they buy,see also know many shares floating google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 apple nasdaq aapl price target increased citigroup 230.00 265.00 report published monday october 8th marketbeat ratings reports .
145,they buy,citigroup currently buy rating iphone maker stock .
146,they buy,macquarie reissued buy rating set 235.00 price objective shares apple research report thursday september 27th .
147,they buy,set overweight rating 272.00 price objective company .
148,they sell,three research analysts rated stock sell rating eighteen issued hold rating thirty-two assigned buy rating stock .
149,they buy,apple presently average rating buy average price target 225.09 .
150,they sell,"related news ceo timothy d. cook sold 265,160 shares apple stock transaction dated monday august 27th ."
151,they sell,"stock sold average price 217.79 total value 57,749,196.40 ."
152,they sell,"also director arthur d. levinson sold 20,000 shares apple stock transaction dated thursday august 2nd ."
153,they sell,"stock sold average price 206.58 total value 4,131,600.00 ."
154,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last quarter ."
155,they buy,"fort l.p. bought new stake shares apple 2nd quarter valued 119,000 ."
156,they buy,"delphi private advisors llc bought new stake shares apple 2nd quarter valued 120,000 ."
157,they buy,"quattro financial advisors llc bought new stake shares apple 1st quarter valued 133,000 ."
158,they buy,"finally smart portfolios llc bought new stake shares apple 1st quarter valued 134,000 ."
159,they buy,investorplace stock market news stock advice trading tips still matter apple reports iphone sales believe apple stock remains long-term buy following five reasons apple grown fan base fascinated public innovations since late 1990s .
160,they buy,fact would create situation aapl stock becomes even better buy .
161,they sell,last year iphone 8 experienced disappointing sales latest iphone xr discount model sells 749 sold initial supply four days .
162,they buy,new ipads include larger displays increased storage space becoming thinnest versions ever .
163,they buy,apple stock remains latecomer dividend payments initiated first dividend payment 2012. however increased dividend every year since dividend began .
164,they buy,pace continues join elite group stocks increased dividend annually 25 years .
165,they buy,investors bought aapl september 2004 purchased equity price current dividend .
166,they buy,passionate fan base wait line hours buy latest iphone upon release .
167,they buy,compare brokers post 5 reasons buy apple stock matter reports appeared first investorplace .
168,they buy,rosenblatt securities set 200.00 price objective apple gave stock buy rating report tuesday .
169,they buy,macquarie reissued buy rating set 235.00 price objective shares apple report monday .
170,they buy,finally bank america reissued buy rating set 235.00 price objective shares apple report monday .
171,they sell,three equities research analysts rated stock sell rating eighteen issued hold rating thirty-two assigned buy rating company .
172,they buy,stock consensus rating buy consensus target price 225.09 .
173,they sell,"related news ceo timothy d. cook sold 265,160 shares company stock transaction dated monday august 27th ."
174,they sell,"stock sold average price 217.79 total value 57,749,196.40 ."
175,they sell,"also svp angela j. ahrendts sold 14,194 shares company stock transaction dated friday october 5th ."
176,they sell,"shares sold average price 227.96 total value 3,235,664.24 ."
177,they sell,"last 90 days insiders sold 564,185 shares company stock valued 124,444,213 ."
178,they buy,rosenblatt securities set 200.00 price objective apple gave stock buy rating report tuesday .
179,they buy,macquarie reissued buy rating set 235.00 price objective shares apple report monday .
180,they buy,finally bank america reaffirmed buy rating issued 235.00 price target shares apple research note monday .
181,they sell,three equities research analysts rated stock sell rating eighteen issued hold rating thirty-two assigned buy rating company .
182,they buy,stock consensus rating buy consensus target price 225.09 .
183,they sell,"news svp angela j. ahrendts sold 14,194 shares business stock transaction friday october 5th ."
184,they sell,"stock sold average price 227.96 total transaction 3,235,664.24 ."
185,they sell,"also ceo timothy d. cook sold 265,160 shares business stock transaction monday august 27th ."
186,they sell,"stock sold average price 217.79 total value 57,749,196.40 ."
187,they sell,"last 90 days insiders sold 564,185 shares company stock valued 124,444,213 ."
188,they sell,valvoline inc vvv receives consensus recommendation hold brokerages alphabet inc goog shares sold finemark national bank trust shares apple aapl slipped 6 last month amid brutal october tech stocks larger market .
189,they buy,brokerage issued buy rating 265.00 target price iphone maker stock .
190,they buy,bidaskclub upgraded shares apple hold rating buy rating research note wednesday october 24th .
191,they buy,macquarie restated buy rating set 214.00 target price shares apple research note wednesday august 1st .
192,they sell,three analysts rated stock sell rating eighteen given hold rating thirty-two given buy rating company stock .
193,they buy,stock presently consensus rating buy consensus price target 225.09 .
194,they sell,"related news svp angela j. ahrendts sold 25,000 shares stock transaction occurred wednesday october 3rd ."
195,they sell,"shares sold average price 232.66 total transaction 5,816,500.00 ."
196,they sell,"also director arthur d. levinson sold 20,000 shares stock transaction occurred thursday august 2nd ."
197,they sell,"shares sold average price 206.58 total transaction 4,131,600.00 ."
198,they sell,"insiders sold total 564,185 shares company stock worth 124,444,213 last 90 days ."
199,they sell,number large investors recently bought sold shares stock .
200,they buy,tigress financial reiterated buy rating shares apple report thursday august 30th .
201,they buy,robert w. baird set 230.00 price objective shares apple gave stock buy rating report tuesday september 4th .
202,they sell,new street research restated sell rating shares apple report tuesday september 18th .
203,they buy,needham company llc raised price target shares apple 220.00 260.00 gave company buy rating report thursday september 13th .
204,they buy,finally bank america restated buy rating shares apple report tuesday october 9th .
205,they sell,three equities research analysts rated stock sell rating eighteen issued hold rating thirty-two issued buy rating company stock .
206,they buy,stock presently average rating buy average target price 225.09 .
207,they sell,"apple news insider luca maestri sold 100,245 shares apple stock transaction thursday october 4th ."
208,they sell,"shares sold average price 228.56 total value 22,911,997.20 ."
209,they sell,"also ceo timothy d. cook sold 265,160 shares apple stock transaction monday august 27th ."
210,they sell,"stock sold average price 217.79 total transaction 57,749,196.40 ."
211,they sell,"insiders sold 564,185 shares company stock valued 124,444,213 last three months ."
212,they sell,"news director arthur d. levinson sold 20,000 shares business stock transaction occurred thursday august 2nd ."
213,they sell,"shares sold average price 206.58 total value 4,131,600.00 ."
214,they sell,"also insider craig federighi sold 47,796 shares business stock transaction occurred thursday august 9th ."
215,they sell,"shares sold average price 207.50 total transaction 9,917,670.00 ."
216,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last 90 days ."
217,they buy,"fort l.p. bought new stake shares apple 2nd quarter valued approximately 119,000 ."
218,they buy,"delphi private advisors llc bought new stake shares apple 2nd quarter valued approximately 120,000 ."
219,they buy,"brand asset management group inc. bought new stake shares apple 2nd quarter valued approximately 134,000 ."
220,they buy,"finally quattro financial advisors llc bought new stake shares apple 1st quarter valued approximately 133,000 ."
221,they sell,zacks eps averages mean average based survey sell-side research firms provide coverage apple .
222,they sell,"news svp angela j. ahrendts sold 14,194 shares stock transaction friday october 5th ."
223,they sell,"stock sold average price 227.96 total transaction 3,235,664.24 ."
224,they sell,"also insider johny srouji sold 14,140 shares stock transaction friday august 17th ."
225,they sell,"shares sold average price 214.98 total value 3,039,817.20 ."
226,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last quarter ."
227,they buy,first hawaiian bank increased stake shares apple 33.5 second quarter .
228,they sell,average consensus rating company 1.9 scale 5 equates unanimous sell rating .
229,they buy,short mean analyst recommendations calling stock buy .
230,they sell,10/04/2018 maestri luca senior vice president cfo sold 100.25 thousand shares price per share 228.56 .
231,they sell,cook timothy performs ceo job sold 265.16 thousand shares 57.75 million .
232,they sell,analysts predicting apple report 48 million iphones sold quarter 46 million last year .
233,they buy,bank america buy rating 235 price target apple .
234,they buy,brokerage currently buy rating iphone maker stock .
235,they sell,tracking sell data various retail channels believe initial iphone xr sales weaker expected weaker xs/xs max sales .
236,they sell,compared iphone 8/8plus believe xr sales better although 8plus faced constraints smaller sell-through base .
237,they buy,tigress financial reaffirmed buy rating shares apple research note thursday august 30th .
238,they buy,robert w. baird set 230.00 price objective apple gave company buy rating research note tuesday september 4th .
239,they sell,new street research reaffirmed sell rating shares apple research note tuesday september 18th .
240,they buy,needham company llc upped price objective apple 220.00 260.00 gave company buy rating research note thursday september 13th .
241,they buy,finally bank america reaffirmed buy rating shares apple research note tuesday october 9th .
242,they sell,three investment analysts rated stock sell rating eighteen assigned hold rating thirty-two given buy rating company .
243,they buy,stock currently consensus rating buy consensus price target 225.09 .
244,they sell,"apple news ceo timothy d. cook sold 265,160 shares stock transaction occurred monday august 27th ."
245,they sell,"stock sold average price 217.79 total transaction 57,749,196.40 ."
246,they sell,"also svp angela j. ahrendts sold 14,194 shares stock transaction occurred friday october 5th ."
247,they sell,"stock sold average price 227.96 total value 3,235,664.24 ."
248,they sell,"insiders sold total 564,185 shares company stock worth 124,444,213 last 90 days ."
249,they sell,several institutional investors recently bought sold shares business .
250,they sell,"news ceo timothy d. cook sold 265,160 shares apple stock transaction dated monday august 27th ."
251,they sell,"shares sold average price 217.79 total transaction 57,749,196.40 ."
252,they sell,"also director arthur d. levinson sold 20,000 shares apple stock transaction dated thursday august 2nd ."
253,they sell,"shares sold average price 206.58 total transaction 4,131,600.00 ."
254,they sell,"insiders sold total 564,185 shares company stock worth 124,444,213 last ninety days ."
255,they buy,btig research raised shares apple buy rating lifted price objective stock 207.00 235.00 report wednesday august 1st .
256,they buy,macquarie set 214.00 price objective shares apple gave stock buy rating report wednesday august 15th .
257,they buy,morgan stanley reaffirmed buy rating set 232.00 price objective shares apple report wednesday august 22nd .
258,they sell,three analysts rated stock sell rating eighteen issued hold rating thirty-two given buy rating company stock .
259,they buy,apple presently average rating buy average price target 225.09 .
260,they sell,"lourd capital llc invests 210,000 cme group inc nasdaq cme caretrust reit ctre downgraded zacks investment research sell baystate wealth management llc boosted stake shares apple inc. nasdaq aapl 2.0 second quarter according company recent 13f filing securities exchange commission ."
261,they sell,number hedge funds also recently bought sold shares aapl .
262,they sell,"apple news director arthur d. levinson sold 20,000 shares business stock transaction occurred thursday august 2nd ."
263,they sell,"stock sold average price 206.58 total transaction 4,131,600.00 ."
264,they sell,"also svp angela j. ahrendts sold 14,194 shares business stock transaction occurred friday october 5th ."
265,they sell,"shares sold average price 227.96 total value 3,235,664.24 ."
266,they sell,"last quarter insiders sold 564,185 shares company stock valued 124,444,213 ."
267,they buy,btig research upgraded shares apple buy rating raised target price company 207.00 235.00 report wednesday august 1st .
268,they buy,macquarie set 214.00 price target shares apple gave company buy rating research report wednesday august 15th .
269,they buy,morgan stanley reaffirmed buy rating set 232.00 price target shares apple research report wednesday august 22nd .
270,they sell,three investment analysts rated stock sell rating eighteen assigned hold rating thirty-two given buy rating stock .
271,they buy,company consensus rating buy consensus target price 225.09 .
272,they sell,"news svp angela j. ahrendts sold 14,194 shares stock transaction occurred friday october 5th ."
273,they sell,"stock sold average price 227.96 total value 3,235,664.24 ."
274,they sell,"also director arthur d. levinson sold 20,000 shares stock transaction occurred thursday august 2nd ."
275,they sell,"shares sold average price 206.58 total value 4,131,600.00 ."
276,they sell,"insiders sold 564,185 shares company stock valued 124,444,213 last ninety days ."
277,they buy,"quattro financial advisors llc bought new stake shares apple 1st quarter worth 133,000 ."
278,they buy,"smart portfolios llc bought new stake shares apple 1st quarter worth 134,000 ."
279,they buy,"cx institutional bought new stake shares apple 2nd quarter worth 135,000 ."
280,they buy,"spectrum financial alliance ltd llc bought new stake shares apple 1st quarter worth 138,000 ."
281,they sell,"news director arthur d. levinson sold 20,000 shares business stock transaction dated thursday august 2nd ."
282,they sell,"stock sold average price 206.58 total transaction 4,131,600.00 ."
283,they sell,"also ceo timothy d. cook sold 265,160 shares business stock transaction dated monday august 27th ."
284,they sell,"stock sold average price 217.79 total value 57,749,196.40 ."
285,they sell,"insiders sold 564,185 shares company stock valued 124,444,213 last three months ."
286,they buy,btig research upgraded apple buy rating lifted target price stock 207.00 235.00 research note wednesday august 1st .
287,they buy,macquarie set 214.00 price objective apple gave company buy rating research note wednesday august 15th .
288,they buy,morgan stanley restated buy rating issued 232.00 price objective shares apple research note wednesday august 22nd .
289,they sell,three research analysts rated stock sell rating eighteen assigned hold rating thirty-two assigned buy rating stock .
290,they buy,company currently average rating buy consensus price target 225.09 .
291,they sell,"apple inc. nasdaq aapl svp angela j. ahrendts sold 14,194 shares apple stock transaction occurred friday october 5th ."
292,they sell,"shares sold average price 227.96 total value 3,235,664.24 ."
293,they buy,jpmorgan chase co. reissued buy rating set 272.00 price objective shares apple report wednesday october 10th .
294,they buy,bank america reaffirmed buy rating shares apple research note tuesday october 9th .
295,they sell,issued sell rating stock .
296,they buy,finally ubs group set 250.00 price target apple gave company buy rating research note monday october 8th .
297,they sell,three analysts rated stock sell rating eighteen assigned hold rating thirty-two issued buy rating company stock .
298,they buy,company presently consensus rating buy consensus target price 225.09 .
299,they sell,"related news svp angela j. ahrendts sold 14,194 shares company stock transaction dated friday october 5th ."
300,they sell,"stock sold average price 227.96 total value 3,235,664.24 ."
301,they sell,"also ceo timothy d. cook sold 265,160 shares company stock transaction dated monday august 27th ."
302,they sell,"shares sold average price 217.79 total value 57,749,196.40 ."
303,they sell,"last 90 days insiders sold 564,185 shares company stock valued 124,444,213 ."
304,they sell,according composite indicator trendspotter rated aapl stock sell .
305,they sell,"short-term apple inc. aapl 20-day average volume 33,439,637 shares short-term indicators sets aapl stock 20 sell average basis ."
306,they sell,"medium-term aapl stock 50-day average volume 33,174,121 shares medium-term indicators gave average rating 50 sell long-term period fb stock 100-day average volume 28,773,395 shares ."
307,they buy,average long-term indicators rated stock 67 buy .
308,they sell,overall picture short medium long-term indicators sets aapl stock 16 sell average basis .
309,they buy,wedbush example initiated rating shares apple inc. outperform setting 310 price target shares company stock according research note friday october 19th 2018. citigroup reiterated target price stock 230 265 giving stock buy rating stated research report monday october 8th 2018. nomura hand reiterated neutral rating stock posting 215 price target shares company stock research note dated friday september 28th 2018 .
310,they sell,meantime 15 new institutions bought shares apple inc. first time 17 institutions sold holdings company common stock .
311,they buy,125 institutions increased investment aapl stock 145 institutions decreased investment apple inc. aapl stock last quarter .
312,they buy,similarly research note sent october 8th 2018 citigroup analysts reiterated shares stock buy set price target 265 .
313,they buy,average analysts currently strong buy recommendation mean rating 4.45. comparison average recommendation month ago moderate buy average rating 4.27. similarly average rating observed 2 months ago strong buy mean numerical rating 4.53 average rating observed 3 months ago strong buy mean numerical rating 4.50 .
314,they buy,"quattro financial advisors llc bought new position shares apple 1st quarter worth 133,000 ."
315,they buy,"smart portfolios llc bought new position shares apple 1st quarter worth 134,000 ."
316,they buy,"cx institutional bought new position shares apple 2nd quarter worth 135,000 ."
317,they buy,"spectrum financial alliance ltd llc bought new position shares apple 1st quarter worth 138,000 ."
318,they buy,finally macroview investment management llc increased holdings shares apple 220.3 1st quarter .
319,they buy,zacks investment research upgraded shares apple hold rating buy rating set 213.00 target price stock research report wednesday july 11th .
320,they buy,finally bank america reiterated buy rating set 230.00 target price 225.00 shares apple research report tuesday july 10th .
321,they sell,three equities research analysts rated stock sell rating eighteen assigned hold rating thirty-one issued buy rating company .
322,they buy,stock presently consensus rating buy average price target 224.63 .
323,they sell,large investors also recently bought sold shares company .
324,they buy,bidaskclub upgraded shares apple hold rating buy rating report wednesday october 24th .
325,they buy,set buy rating 265.00 target price company .
326,they buy,finally macquarie reissued buy rating set 214.00 target price shares apple report wednesday august 1st .
327,they sell,three analysts rated stock sell rating eighteen assigned hold rating thirty-two issued buy rating company .
328,they buy,apple presently average rating buy average target price 225.59 .
329,they sell,"apple news svp angela j. ahrendts sold 25,000 shares company stock transaction wednesday october 3rd ."
330,they sell,"stock sold average price 232.66 total value 5,816,500.00 ."
331,they sell,"also ceo timothy d. cook sold 265,160 shares company stock transaction monday august 27th ."
332,they sell,"shares sold average price 217.79 total value 57,749,196.40 ."
333,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last three months ."
334,they sell,strategy focus identify put option would probably remain money expiration date write sell .
335,they sell,number large investors also recently bought sold shares business .
336,they buy,btig research raised apple buy rating increased price target company 207.00 235.00 research note wednesday august 1st .
337,they buy,macquarie set 214.00 price target apple gave company buy rating research note wednesday august 15th .
338,they buy,morgan stanley reissued buy rating issued 232.00 price target shares apple research note wednesday august 22nd .
339,they buy,p equity research increased price target apple 250.00 gave company in-line rating research note tuesday september 11th .
340,they sell,three equities research analysts rated stock sell rating eighteen issued hold rating thirty-one assigned buy rating stock .
341,they buy,company consensus rating buy consensus price target 224.63 .
342,they sell,group sell-side analysts forecast apple inc. post 11.77 earnings per share current year .
343,they sell,"apple news svp angela j. ahrendts sold 25,000 shares stock transaction dated wednesday october 3rd ."
344,they sell,"stock sold average price 232.66 total transaction 5,816,500.00 ."
345,they sell,"also svp angela j. ahrendts sold 14,194 shares stock transaction dated friday october 5th ."
346,they sell,"stock sold average price 227.96 total value 3,235,664.24 ."
347,they sell,"last quarter insiders sold 564,185 shares company stock valued 124,444,213 ."
348,they buy,townsend associates inc increased position apple 6.8 2nd quarter .
349,they sell,"apple news svp angela j. ahrendts sold 14,194 shares stock transaction occurred friday october 5th ."
350,they sell,"stock sold average price 227.96 total transaction 3,235,664.24 ."
351,they sell,"also director arthur d. levinson sold 20,000 shares stock transaction occurred thursday august 2nd ."
352,they sell,"shares sold average price 206.58 total value 4,131,600.00 ."
