,assoc,values
65,they sell,zacks investment research sales averages average based survey sell-side analysts provide coverage marathon petroleum .
66,they buy,"polaris greystone financial group llc increased position shares marathon petroleum 40,590.6 3rd quarter ."
67,they buy,cypress capital group increased position marathon petroleum 184.3 2nd quarter .
68,they buy,winton group ltd increased position marathon petroleum 8.4 2nd quarter .
69,they buy,zacks investment research upgraded marathon petroleum hold rating buy rating set 94.00 price target company research note tuesday october 9th .
70,they buy,wells fargo co reiterated buy rating shares marathon petroleum research note monday august 27th .
71,they buy,issued overweight rating 125.00 price target company .
72,they buy,citigroup increased price target marathon petroleum 95.00 100.00 gave company buy rating research note friday september 7th .
73,they buy,issued conviction-buy rating company .
74,they buy,three equities research analysts rated stock hold rating fifteen issued buy rating one given strong buy rating company stock .
75,they buy,company presently consensus rating buy average target price 92.38 .
76,they buy,zacks investment research lowered shares marathon petroleum buy rating hold rating research report tuesday august 21st .
77,they buy,issued buy rating 95.00 price objective company .
78,they buy,jpmorgan chase co. boosted price objective shares marathon petroleum 98.00 102.00 gave company overweight rating research report friday july 27th .
79,they buy,wells fargo co reissued buy rating shares marathon petroleum research report monday august 27th .
80,they buy,issued conviction-buy rating company .
81,they buy,three equities research analysts rated stock hold rating fifteen issued buy rating one issued strong buy rating company stock .
82,they buy,company presently consensus rating buy average price target 92.38 .
83,they buy,zacks investment research upgraded marathon petroleum hold rating buy rating set 78.00 price objective stock research note sunday july 15th .
84,they buy,royal bank canada reiterated buy rating issued 87.00 price objective shares marathon petroleum research note friday july 27th .
85,they buy,jpmorgan chase co. upped price objective marathon petroleum 98.00 102.00 gave company overweight rating research note friday july 27th .
86,they buy,set buy rating 95.00 target price stock .
87,they buy,finally wells fargo co reissued buy rating shares marathon petroleum report monday august 27th .
88,they buy,three equities research analysts rated stock hold rating fifteen given buy rating one assigned strong buy rating company stock .
89,they buy,stock presently average rating buy average target price 92.38 .
90,they buy,"bourgeon capital management llc takes 197,000 position sangamo therapeutics inc sgmo 8,375 shares general dynamics co. gd purchased alpha cubed investments llc gw henssler associates ltd. bought new stake marathon petroleum corp nyse mpc third quarter according recent 13f filing securities exchange commission sec ."
91,they buy,"firm bought 3,534 shares oil gas company stock valued approximately 283,000 ."
92,they buy,greenleaf trust increased stake shares marathon petroleum 10.1 second quarter .
93,they buy,mufg americas holdings corp increased stake shares marathon petroleum 2.4 second quarter .
94,they buy,janney montgomery scott llc increased stake shares marathon petroleum 1.4 second quarter .
95,they buy,charter trust co. increased stake shares marathon petroleum 4.9 second quarter .
96,they buy,finally beech hill advisors inc. increased stake shares marathon petroleum 1.8 third quarter .
97,they buy,citigroup raised target price marathon petroleum 95.00 100.00 gave company buy rating research note friday september 7th .
98,they buy,tudor pickering upgraded marathon petroleum hold rating buy rating research report thursday october 11th .
99,they buy,morgan stanley set 110.00 price objective marathon petroleum gave stock buy rating research report friday october 12th .
100,they buy,zacks investment research lowered marathon petroleum buy rating hold rating research report tuesday september 11th .
101,they buy,finally jpmorgan chase co. lifted price objective marathon petroleum 98.00 102.00 gave stock overweight rating research report friday july 27th .
102,they buy,three analysts rated stock hold rating fifteen given buy rating one issued strong buy rating company stock .
103,they buy,company currently average rating buy average price target 92.38 .
104,they sell,stock currently analyst mean recommendation 2.1 scale 1 5 1 means strong buy 5 means sell .
