,assoc,values
84,they buy,deutsche bank lifted target price shares global payments 140.00 gave company buy rating report friday september 14th .
85,they buy,finally buckingham research lifted target price shares global payments 120.00 135.00 gave company buy rating report friday august 3rd .
86,they sell,one analyst rated stock sell rating five assigned hold rating twenty-one given buy rating company .
87,they buy,stock presently consensus rating buy consensus target price 119.83 .
88,they buy,robert w. baird restated buy rating issued 136.00 price objective shares global payments research report friday july 20th .
89,they buy,zacks investment research upgraded shares global payments hold rating buy rating set 124.00 price objective company research report wednesday june 27th .
90,they buy,guggenheim restated buy rating issued 123.00 price objective shares global payments research report tuesday july 24th .
91,they buy,finally citigroup raised price objective shares global payments 125.00 136.00 gave company buy rating research report friday july 13th .
92,they sell,one research analyst rated stock sell rating five assigned hold rating twenty-one issued buy rating company .
93,they buy,global payments consensus rating buy consensus price target 119.83 .
94,they sell,"global payments news director robert h. b. baldwin jr. sold 3,000 shares global payments stock transaction occurred tuesday august 14th ."
95,they sell,"shares sold average price 117.93 total transaction 353,790.00 ."
96,they sell,also director alan m. silberstein sold 600 shares global payments stock transaction occurred monday august 20th .
97,they sell,"stock sold average price 119.01 total transaction 71,406.00 ."
98,they sell,"last quarter insiders sold 92,955 shares company stock valued 11,773,553 ."
99,they buy,valuengine downgraded global payments buy rating hold rating report monday july 2nd .
100,they buy,deutsche bank boosted target price global payments 140.00 gave company buy rating report friday september 14th .
101,they buy,citigroup upped price objective global payments 125.00 136.00 gave company buy rating research note friday july 13th .
102,they sell,one research analyst rated stock sell rating five issued hold rating twenty-one assigned buy rating company stock .
103,they buy,global payments presently consensus rating buy average price target 119.83 .
104,they sell,"global payments news director robert h. b. baldwin jr. sold 3,000 shares business stock transaction occurred tuesday august 14th ."
105,they sell,"stock sold average price 117.93 total transaction 353,790.00 ."
106,they sell,"also director robert h. b. baldwin jr. sold 4,125 shares business stock transaction occurred friday september 14th ."
107,they sell,"stock sold average price 128.76 total value 531,135.00 ."
108,they sell,"insiders sold total 92,955 shares company stock worth 11,773,553 last quarter ."
