,assoc,values
41,they sell,"keyword alliant energy nyse lnt lnt utilitie,01880210 downgrade valuengineratings:3,6 nyse lnt receive news ratings alliant energy daily enter email address receive concise daily summary latest news analysts ratings alliant energy related companies marketbeat.com free daily email newsletter ."
42,they buy,"stock bought average price 43.80 per share total transaction 54,750.00 ."
43,they buy,valuengine lowered alliant energy buy rating hold rating report thursday .
44,they sell,one research analyst rated stock sell rating seven issued hold rating stock .
45,they buy,"5,948 shares viper energy partners lp vnom purchased sawtooth solutions llc cerebellum gp llc bought new stake shares alliant energy co. nyse lnt 3rd quarter according recent form 13f filing sec ."
46,they buy,"fund bought 4,174 shares utilities provider stock valued approximately 178,000 ."
47,they buy,"news director deborah b. dunie bought 1,250 shares business stock transaction thursday september 13th ."
48,they buy,"shares bought average cost 43.80 per share total transaction 54,750.00 ."
49,they sell,group sell-side analysts predict alliant energy co. post 2.14 earnings per share current fiscal year .
50,they buy,zacks investment research raised shares alliant energy hold rating buy rating set 48.00 price target company research report monday july 23rd .
51,they buy,finally wells fargo co increased price target shares alliant energy 45.00 47.00 gave company market perform rating research note monday september 17th .
52,they sell,one research analyst rated stock sell rating seven issued hold rating company .
53,they buy,stock also flashing buy barchart trendspotter trading system .
54,they sell,traders hoping speculate lnt short-term trajectory know short terms indicators stock averaged 40 sell average daily trading volume past 20 days 1666770 shares .
55,they sell,lnt stock overall 0.25 sell signal considering medium term indicators 50-day average daily volume remained almost 1410578 shares .
56,they buy,also worth noting stock whose average daily volume 100 days prior writing 1397794 shares 67 buy basis long term indicators .
57,they sell,03/15/2018 gallegos james h svp gen cnsl corp sec sold 5 thousand shares price per share 39.8 .
58,they sell,gallegos james h performs svp gen cnsl corp sec job sold 5 thousand shares 206.25 thousand .
59,they sell,average consensus rating company 3 scale 5 equates unanimous sell rating .
60,they sell,zacks eps averages average based survey sell-side research analysts follow alliant energy .
61,they buy,"alliant energy news director deborah b. dunie bought 1,250 shares company stock transaction occurred thursday september 13th ."
62,they buy,"0.59 eps expected ovid therapeutics inc ovid quarter brokerages expect starbucks co. sbux post quarterly sales 6.20 billion dunie deborah b. director bought 1,250 shares alliant energy corporation nyse lnt exchange happened september 13th 2018. stock bought average price 43.80 per share amounting transaction worth 54,748 ."
63,they sell,"additionally svp gen cnsl corp sec gallegos james h sold 5,000 shares stock transaction took place march 15th 2018. stock sold average price 39.80 per share total exchange amounting 199,000 ."
64,they sell,according composite indicator trendspotter rated wab stock sell .
65,they sell,"short-term westinghouse air brake technologies corporation wab 20-day average volume 1,130,570 shares short-term indicators sets wab stock 100 sell average basis ."
66,they sell,"medium-term wab stock 50-day average volume 1,037,744 shares medium-term indicators gave average rating 100 sell long-term period fb stock 100-day average volume 902,575 shares ."
67,they sell,average long-term indicators rated stock 100 sell .
68,they sell,overall picture short medium long-term indicators sets wab stock 100 sell average basis .
69,they buy,ubs group increased price objective shares alliant energy 43.00 45.00 gave company neutral rating research report friday august 10th .
70,they buy,finally zacks investment research downgraded shares alliant energy buy rating hold rating research report friday august 10th .
71,they sell,one investment analyst rated stock sell rating six assigned hold rating one issued buy rating company .
72,they sell,analysts view alliant energy corporation nyse lnt sell 3 consensus rating .
73,they sell,remaining 2 divided 1 analyst rating buy strong buy 1 analysts advised investors desist buying alliant energy corporation lnt shares sell already .
74,they buy,alliant energy nyse lnt upgraded equities researchers valuengine hold rating buy rating report released thursday october 11th .
75,they buy,zacks investment research cut alliant energy buy rating hold rating research report friday august 10th .
76,they sell,one equities research analyst rated stock sell rating six assigned hold rating one assigned buy rating stock .
77,they buy,"news director deborah b. dunie bought 1,250 shares alliant energy stock transaction occurred thursday september 13th ."
78,they buy,"federated investors inc. pa bought new position shares alliant energy first quarter valued 200,000 ."
79,they sell,buy side analysts also providing analysis alliant energy corporation 1 analysts rated stock strong buy 0 analysts given buy signal 1 said hold 1 analysts rated stock sell .
80,they sell,1.8 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 7.72 gain yet come shareholders .
81,they sell,turn street general negaitives still outweigh positives see alliant energy corporation lnt sell 3 analyst consensus rating .
82,they buy,current time stock 1 buy 7 hold ratings .
83,they buy,valuengine upgraded shares alliant energy hold rating buy rating report thursday october 11th .
84,they buy,finally zacks investment research downgraded shares alliant energy buy rating hold rating report friday august 10th .
85,they sell,one research analyst rated stock sell rating six issued hold rating one given buy rating company stock .
