,assoc,values
314,they buy,naples global advisors llc increased holdings pfizer 5.4 2nd quarter .
315,they buy,steward partners investment advisory llc increased holdings pfizer 25.1 2nd quarter .
316,they buy,gagnon securities llc increased holdings pfizer 61.1 1st quarter .
317,they buy,zacks investment research lowered shares pfizer buy rating hold rating report tuesday october 16th .
318,they sell,two analysts rated stock sell rating fourteen given hold rating nine assigned buy rating company .
319,they buy,"pfizer news major shareholder pfizer inc bought 55,556 shares stock transaction dated monday october 15th ."
320,they sell,"also vp loretta v. cangialosi sold 26,814 shares firm stock transaction occurred wednesday august 1st ."
321,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
322,they sell,"insiders sold 234,096 shares company stock worth 9,366,617 last quarter ."
323,they sell,average consensus rating company 2.7 scale 5 equates unanimous sell rating .
324,they sell,short mean analyst recommendations calling stock sell .
325,they sell,08/03/2018 mackenzie alexander r executive vice president sold 25.64 thousand shares price per share 39.51 .
326,they sell,lund-jurgensen kirsten performs executive vice president job sold 20.94 thousand shares 838.52 thousand .
327,they buy,"shares bought average price 18.00 per share total value 1,000,008.00 ."
328,they sell,"also insider alexander r. mackenzie sold 25,642 shares firm stock transaction occurred friday august 3rd ."
329,they sell,"stock sold average price 39.51 total transaction 1,013,115.42 ."
330,they sell,"insiders sold 234,096 shares company stock valued 9,366,617 last quarter ."
331,they buy,cantor fitzgerald reissued buy rating set 53.00 price target shares pfizer research report wednesday october 17th .
332,they buy,zacks investment research cut shares pfizer buy rating hold rating research report tuesday october 16th .
333,they buy,finally valuengine raised shares pfizer hold rating buy rating research report tuesday october 9th .
334,they sell,two equities research analysts rated stock sell rating thirteen assigned hold rating nine issued buy rating company stock .
335,they buy,blackrock inc. increased position pfizer 1.5 1st quarter .
336,they buy,dimensional fund advisors lp increased position pfizer 11.9 1st quarter .
337,they sell,"related news insider laurie j. olson sold 10,214 shares company stock transaction occurred monday august 13th ."
338,they sell,"stock sold average price 41.00 total value 418,774.00 ."
339,they buy,"also major shareholder pfizer inc bought 55,556 shares pfizer stock transaction occurred monday october 15th ."
340,they buy,"stock bought average cost 18.00 per share total transaction 1,000,008.00 ."
341,they sell,"last ninety days insiders sold 234,096 shares company stock worth 9,366,617 ."
342,they sell,hedge funds also recently bought sold shares company .
343,they buy,zacks investment research cut pfizer buy rating hold rating report tuesday october 16th .
344,they sell,two equities research analysts rated stock sell rating thirteen assigned hold rating nine given buy rating stock .
345,they sell,"pfizer news vp loretta v. cangialosi sold 26,814 shares pfizer stock transaction dated wednesday august 1st ."
346,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
347,they sell,"also insider laurie j. olson sold 10,214 shares pfizer stock transaction dated monday august 13th ."
348,they sell,"stock sold average price 41.00 total value 418,774.00 ."
349,they sell,"insiders sold total 234,096 shares company stock worth 9,366,617 last 90 days ."
350,they sell,entegris nasdaq entg lowered sell zacks investment research zacks brokerages anticipate southside bancshares inc. sbsi post quarterly sales 56.10 million w.e .
351,they buy,"ballew advisors inc bought new stake shares pfizer first quarter worth 102,000 ."
352,they buy,valuengine upgraded shares pfizer hold rating buy rating report tuesday october 9th .
353,they buy,finally cantor fitzgerald set 45.00 price target shares pfizer gave company buy rating research report thursday october 4th .
354,they sell,two equities research analysts rated stock sell rating thirteen assigned hold rating nine issued buy rating company stock .
355,they sell,average sell-side analysts forecast pfizer inc. post 2.99 earnings per share current fiscal year .
356,they sell,euronet worldwide nasdaq eeft lowered hold bidaskclub controladora vuela co avcn sa cv vlrs lowered sell ubs group
